halo_id,m200_msun,pos_x,pos_y,pos_z
328,86779594139817.69,96074.3515625,127838.359375,110122.046875
329,98934899581580.31,110897.5078125,30617.416015625,155579.453125
330,62948297546224.53,24645.91796875,42621.91796875,111188.9765625
331,72077657622435.05,75115.15625,38604.609375,154272.21875
332,99754540280391.94,143516.359375,137678.21875,33844.9765625
333,84277797864537.2,179509.171875,99323.140625,166202.3125
334,104113520849479.62,109207.203125,49508.046875,179173.6875
335,52758298907126.516,15864.4482421875,194599.109375,133703.109375
336,101111643554399.17,54722.078125,839.6610717773438,136942.515625
337,96431452635997.94,31032.6796875,58484.40234375,170814.5625
338,84481680875405.97,154495.390625,51822.5625,73300.75
339,30564961012464.938,94927.0234375,112742.28125,9238.91015625
340,114998098485477.56,192817.40625,197016.46875,49834.65234375
341,95518415714035.28,58506.60546875,129686.421875,66340.75
342,63594286287643.93,7274.67919921875,124593.4375,71163.046875
343,105406017320360.94,133656.703125,159445.6875,124019.453125
344,93962640934086.22,185731.890625,60649.05859375,105299.1015625
345,97338081497268.97,3242.626220703125,6783.572265625,32749.83984375
346,41210869022411.055,187152.34375,106923.7265625,133611.171875
347,51592958110745.125,23995.603515625,45583.34765625,184654.8125
348,104674964997139.8,87603.0859375,75424.6953125,85381.1953125
349,74078810640869.5,23327.53125,89670.3515625,85451.2578125
350,93156904789913.64,93396.6484375,132064.953125,179447.21875
351,97704797006476.97,145248.671875,54343.55859375,66815.4765625
352,94567860281499.11,44412.63671875,30304.119140625,194385.1875
353,86192755618910.55,135024.015625,75981.046875,10508.0830078125
354,97267232421298.34,104471.9140625,29489.60546875,55351.1796875
355,98771396723686.16,29419.412109375,101651.03125,108450.4921875
356,95938349122102.89,172668.0,45432.85546875,140468.4375
357,94136631675339.53,158209.375,32502.083984375,189346.546875
358,79309164925173.45,19178.068359375,86866.3203125,136612.828125
359,39266109100512.99,101966.203125,41190.82421875,44614.1875
360,96995052025668.0,45919.3671875,64448.5390625,144401.3125
361,61291637257344.26,25607.189453125,61306.3984375,183474.296875
362,91775336996235.61,8593.0576171875,152022.84375,95978.6171875
363,90174648126107.17,84472.8671875,108424.796875,102052.1875
364,82055548731823.89,110272.640625,90038.0625,84505.625
365,96600404868338.5,76485.125,27282.515625,128680.9609375
366,40676657330648.44,109921.8125,82564.796875,70623.34375
367,99850293574236.05,187973.84375,191295.09375,65028.56640625
368,88182570190249.48,132802.421875,7203.95458984375,193790.3125
369,93300700518526.72,202708.453125,150882.515625,160955.828125
370,105982216586396.52,153484.046875,125549.484375,55280.34765625
371,79526628123154.7,112830.9453125,204653.65625,26122.171875
372,95095382794047.1,4087.31884765625,59320.203125,43407.0078125
373,80262430628598.31,121387.703125,164288.3125,133759.453125
374,88938209571984.8,93804.1796875,125219.0,115970.671875
375,94402108475420.72,43745.28515625,168491.015625,98305.1328125
376,86114237052978.3,152988.28125,146754.3125,58353.70703125
377,84586502043659.58,93818.015625,187061.65625,66663.5390625
